"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"4155","FDQ60",6.195,"Regular",0.109283423,"Baking Goods",121.9098,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2020.87162468681
"4156","FDR49",8.71,"Low Fat",0.140015944,"Canned",46.3376,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1059.53285089668
"4157","DRJ35",12.5,"Low Fat",0.046358964,"Hard Drinks",62.3878,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2483.00338721897
"4158","DRI49",14.15,"Low Fat",0.184545287,"Soft Drinks",82.1276,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1546.60118656335
"4159","FDB47",8.8,"Low Fat",0.071833423,"Snack Foods",210.0612,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3591.93204821953
"4160","FDP37",15.6,"Low Fat",0.239530025,"Breakfast",126.4994,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,244.491389400395
"4161","FDR26",20.7,"Low Fat",0.042903378,"Dairy",176.2028,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2859.37098448644
"4162","FDY31",12.5,"Low Fat",0.076272929,"Fruits and Vegetables",145.7418,"OUT019",1985,"Small","Tier 1","Grocery Store",34,464.54480506782
"4163","FDC11",20.5,"Low Fat",0.1420804,"Starchy Foods",89.5172,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1549.62618498344
"4164","DRP47",15.75,"Low Fat",0,"Hard Drinks",250.4382,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4117.34485490728
"4165","NCY54",8.43,"Low Fat",0.1784187,"Household",171.1422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2372.85800649745
"4166","FDR27",15.1,"Regular",0.096100432,"Meat",132.4942,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2153.2277880134
"4167","FDQ21",12.5,"Low Fat",0.034007573,"Snack Foods",122.8756,"OUT019",1985,"Small","Tier 1","Grocery Store",34,80.5478749888359
"4168","NCQ29",12,"Low Fat",0.104210426,"Health and Hygiene",262.0278,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4257.38571175366
"4169","FDJ02",17.2,"Regular",0,"Canned",147.0418,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2434.54407527241
"4170","FDE21",12.8,"Low Fat",0.023038155,"Fruits and Vegetables",114.1492,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1600.44827345837
"4171","FDM39",6.42,"Low Fat",0.053470662,"Dairy",178.2002,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2797.08617159697
"4172","FDZ01",8.975,"Regular",0.009110086,"Canned",101.799,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2007.32523647797
"4173","NCB19",6.525,"Low Fat",0.090663534,"Household",86.1882,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1078.52242900601
"4174","FDU03",18.7,"Regular",0.091577922,"Meat",181.7292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2919.05486157494
"4175","FDP27",8.155,"Low Fat",0.119636353,"Meat",187.853,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3063.69647644432
"4176","DRF01",5.655,"Low Fat",0.175435278,"Soft Drinks",145.4102,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2363.99943876466
"4177","FDM03",12.65,"Low Fat",0.123222078,"Meat",107.6938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1812.80485350101
"4178","FDV01",19.2,"Regular",0.084950573,"Canned",155.7314,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2542.77294867397
"4179","FDS16",15.15,"Regular",0.066176944,"Frozen Foods",146.076,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2347.26378986639
"4180","FDO45",13.15,"Regular",0.0379456,"Snack Foods",89.1856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1631.37841786675
"4181","NCX06",17.6,"Low Fat",0.015684078,"Household",180.8976,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2990.42855969555
"4182","FDP13",8.1,"Regular",0.134323555,"Canned",38.948,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,715.721517528153
"4183","NCR38",17.25,"Low Fat",0.113980892,"Household",252.4724,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3653.90272321134
"4184","FDA01",15,"Regular",0.054333001,"Canned",57.5904,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1057.54890022672
"4185","FDT26",18.85,"Regular",0.068337879,"Dairy",118.044,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2170.31451716189
"4186","FDD44",12.5,"Regular",0.078020807,"Fruits and Vegetables",258.3646,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5598.34481973745
"4187","FDB26",14,"Regular",0.031241476,"Canned",53.864,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1007.125466027
"4188","FDP45",12.5,"Regular",0.053620148,"Snack Foods",250.4724,"OUT019",1985,"Small","Tier 1","Grocery Store",34,2105.05758366978
"4189","NCP55",14.65,"Low Fat",0.011190025,"Others",56.5614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,932.541554868026
"4190","FDT23",7.72,"Regular",0.075154189,"Breads",77.7986,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1593.45760621252
"4191","FDO51",6.785,"Regular",0.042067625,"Meat",41.4112,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,857.419455879227
"4192","FDA44",19.7,"Low Fat",0.053222716,"Fruits and Vegetables",57.293,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,980.093560143307
"4193","NCJ31",19.2,"Low Fat",0.183397827,"Others",239.9196,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3453.95992028386
"4194","FDX37",16.2,"Low Fat",0.063157164,"Canned",99.47,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1731.65814000871
"4195","NCD18",16,"Low Fat",0,"Household",229.3668,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3704.36260563344
"4196","FDN40",12.5,"Low Fat",0.086038118,"Frozen Foods",154.0998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3870.89828307907
"4197","FDL33",7.235,"Low Fat",0.100527952,"Snack Foods",194.9452,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3348.6828569533
"4198","DRF48",5.73,"Low Fat",0.051791671,"Soft Drinks",188.4898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3114.57912839942
"4199","FDW08",12.1,"Low Fat",0.148353512,"Fruits and Vegetables",105.128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1842.58930199794
"4200","FDX39",14.3,"Regular",0.049878516,"Meat",212.9586,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3142.84185099688
"4201","FDB38",19.5,"Regular",0,"Canned",161.392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2754.04148152706
"4202","FDY46",18.6,"Low Fat",0.048085022,"Snack Foods",186.0898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2668.42608328826
"4203","NCB06",17.6,"Low Fat",0.082460079,"Health and Hygiene",158.492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2603.87197576238
"4204","FDA34",11.5,"Low Fat",0.014857747,"Starchy Foods",172.808,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2931.68102370066
"4205","FDA35",14.85,"Regular",0.053946745,"Baking Goods",120.5072,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2081.96063629222
"4206","FDQ07",15.1,"Regular",0.087390335,"Fruits and Vegetables",219.1456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3678.91806852704
"4207","FDU32",8.785,"Low Fat",0.026020287,"Fruits and Vegetables",122.1414,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2104.17056254141
"4208","FDU26",16.7,"Regular",0.04258349,"Dairy",121.1782,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1983.18132388553
"4209","FDU13",8.355,"Low Fat",0.313934693,"Canned",146.5418,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,555.764010350008
"4210","FDO09",13.5,"Regular",0.125250986,"Snack Foods",263.691,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4320.33939252811
"4211","FDW03",12.5,"Regular",0.042968607,"Meat",102.8306,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-179.521769786576
"4212","FDB38",19.5,"Regular",0.027323943,"Canned",160.592,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2666.58610342419
"4213","FDL26",18,"Low Fat",0.122509775,"Canned",154.8972,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,739.543138759309
"4214","NCN43",12.15,"Low Fat",0.006773451,"Others",123.673,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2080.63348169128
"4215","FDH08",7.51,"Low Fat",0.017464427,"Fruits and Vegetables",231.201,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3804.74617447976
"4216","NCC31",12.5,"Low Fat",0.034790615,"Household",157.5972,"OUT019",1985,"Small","Tier 1","Grocery Store",34,592.529958627498
"4217","FDH14",17.1,"Regular",0.046799702,"Canned",139.5838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2447.52546292305
"4218","FDL40",17.7,"Low Fat",0,"Frozen Foods",98.441,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1855.73975043708
"4219","FDD20",14.15,"Low Fat",0.020710606,"Fruits and Vegetables",122.9046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2157.28955933007
"4220","NCV53",8.27,"Low Fat",0.018810044,"Health and Hygiene",240.488,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3950.1746643793
"4221","FDD16",20.5,"Low Fat",0.036426823,"Frozen Foods",73.4696,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1280.00379025444
"4222","FDP24",20.6,"Low Fat",0.082988383,"Baking Goods",120.0756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2061.07658097646
"4223","FDQ25",8.63,"Regular",0.028334038,"Canned",172.9422,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2934.28687227929
"4224","FDM38",5.885,"Regular",0.092753767,"Canned",52.9982,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1091.55250968183
"4225","NCT18",14.6,"Low Fat",0.099432046,"Household",179.5976,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1068.08991938053
"4226","FDM34",19,"Low Fat",0.067552435,"Snack Foods",132.5626,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2203.75092593965
"4227","DRH37",17.6,"Low Fat",0.06965725,"Soft Drinks",166.4526,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,882.189621832775
"4228","NCE07",8.18,"Low Fat",0.013119104,"Household",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2299.96154029153
"4229","FDG12",6.635,"Regular",0.006320842,"Baking Goods",118.9098,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2005.47705926624
"4230","FDB59",18.25,"Low Fat",0.025573744,"Snack Foods",198.4084,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1409.77467372371
"4231","FDS10",19.2,"Low Fat",0,"Snack Foods",179.1318,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2574.55417174229
"4232","FDN21",18.6,"Low Fat",0,"Snack Foods",161.5236,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,843.38143886686
"4233","FDM02",12.5,"Regular",0.073884594,"Canned",88.4198,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1602.95910467145
"4234","FDO44",12.6,"Low Fat",0.087589175,"Fruits and Vegetables",112.3228,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1926.90446733352
"4235","NCN17",11,"Low Fat",0.055249787,"Health and Hygiene",102.3358,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1919.78637674775
"4236","FDH16",10.5,"Low Fat",0.052769434,"Frozen Foods",91.883,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1188.37172823145
"4237","FDL44",18.25,"Low Fat",0.012275118,"Fruits and Vegetables",160.3894,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2597.86573811329
"4238","FDY47",8.6,"Regular",0.054792647,"Breads",128.231,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2384.13655277226
"4239","DRI39",13.8,"Low Fat",0.097062093,"Dairy",54.993,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,862.533512465737
"4240","NCX54",9.195,"Low Fat",0.048255647,"Household",104.3622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1373.00559366717
"4241","FDE59",12.15,"Low Fat",0.062287818,"Starchy Foods",36.2532,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,648.281048692617
"4242","FDO46",9.6,"Regular",0.014241321,"Snack Foods",188.6872,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3146.66762734143
"4243","DRE13",6.28,"Low Fat",0.027705102,"Soft Drinks",88.0198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1414.71496811211
"4244","FDW14",8.3,"Regular",0.038179738,"Dairy",88.7198,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1483.59853147372
"4245","FDF35",15,"Low Fat",0.153989327,"Starchy Foods",107.7938,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1732.17800083797
"4246","FDO50",12.5,"Low Fat",0.136863372,"Canned",90.3804,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-420.177324162209
"4247","DRF49",7.27,"Low Fat",0.071479984,"Soft Drinks",114.9518,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2095.52009011987
"4248","FDT60",12,"Low Fat",0.075665767,"Baking Goods",125.8388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2111.33086301133
"4249","FDP38",10.1,"Low Fat",0.032167198,"Canned",48.7008,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,954.081805146407
"4250","FDA31",12.5,"Low Fat",0.10947895,"Fruits and Vegetables",172.608,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4209.3696186438
"4251","FDY52",6.365,"Low Fat",0.012299525,"Frozen Foods",62.5536,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-711.054399419025
"4252","FDD03",12.5,"Low Fat",0.079419801,"Dairy",231.93,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5070.49656128308
"4253","FDN52",9.395,"Regular",0.132105843,"Frozen Foods",85.3198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1107.19847717199
"4254","FDU20",19.35,"Regular",0.035915541,"Fruits and Vegetables",119.6098,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,265.460969066223
"4255","FDD22",10,"Low Fat",0.099630851,"Snack Foods",110.0544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1894.16682652977
"4256","NCB55",12.5,"Low Fat",0.281300211,"Household",58.4562,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1025.87569449708
"4257","FDN27",20.85,"Low Fat",0.03964273,"Meat",118.9808,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2013.61725172099
"4258","FDD16",20.5,"Low Fat",0.036322846,"Frozen Foods",76.5696,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1257.94807301884
"4259","FDW48",18,"Low Fat",0.008540823,"Baking Goods",78.9618,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1301.98408732542
"4260","DRN35",8.01,"Low Fat",0.070390053,"Hard Drinks",35.0532,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,705.299820527521
"4261","FDX25",16.7,"Low Fat",0.102214447,"Canned",180.7292,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2980.4114563738
"4262","DRD49",9.895,"Low Fat",0.168091997,"Soft Drinks",236.4564,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3777.39133096276
"4263","FDE21",12.5,"Low Fat",0.040173186,"Fruits and Vegetables",114.2492,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-14.5305743663935
"4264","FDN44",13.15,"Low Fat",0.022791301,"Fruits and Vegetables",158.692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2714.12182974839
"4265","DRC01",5.92,"Regular",0.019229854,"Soft Drinks",47.5692,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,929.969103529843
"4266","NCK30",14.85,"Low Fat",0.060978568,"Household",252.3698,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3946.95643502805
"4267","FDU39",18.85,"Low Fat",0.036007962,"Meat",58.7562,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1008.11554972218
"4268","FDB49",8.3,"Regular",0.03012626,"Baking Goods",98.7384,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1683.4214405915
"4269","FDS12",9.1,"Low Fat",0.174471667,"Baking Goods",125.8362,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2086.19753559503
"4270","FDR57",5.675,"Regular",0.023592684,"Snack Foods",156.8288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2271.73000547368
"4271","FDX22",12.5,"Regular",0.022863556,"Snack Foods",208.9928,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4805.78233271287
"4272","FDC60",5.425,"Regular",0.114377142,"Baking Goods",90.3514,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1528.55040809646
"4273","NCE42",21.1,"Low Fat",0.010618776,"Household",232.5958,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3748.80030783269
"4274","NCK42",7.475,"Low Fat",0.013140426,"Household",216.2192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3500.01016541346
"4275","DRE01",10.1,"Low Fat",0.168100696,"Soft Drinks",242.8512,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4055.04410145843
"4276","FDE57",9.6,"Low Fat",0.036432936,"Fruits and Vegetables",141.2154,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2019.1943399373
"4277","DRK59",12.5,"Low Fat",0,"Hard Drinks",234.1616,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1833.67679195758
"4278","FDB10",12.5,"Low Fat",0.066882664,"Snack Foods",235.559,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5161.06341895165
"4279","FDQ25",8.63,"Regular",0.028276692,"Canned",173.6422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2844.18683192097
"4280","FDY26",20.6,"Regular",0.030683106,"Dairy",210.3244,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3617.13759288004
"4281","FDG28",9.285,"Regular",0.04935691,"Frozen Foods",243.6144,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3970.69082327287
"4282","FDM14",13.8,"Low Fat",0.01328459,"Canned",108.4254,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1883.81343991499
"4283","NCH29",5.51,"Low Fat",0.034527402,"Health and Hygiene",98.7726,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1695.20124081829
"4284","FDD48",10.395,"Low Fat",0.030205578,"Baking Goods",114.9176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1956.08466106208
"4285","FDC17",12.15,"Low Fat",0.015492081,"Frozen Foods",210.3928,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3421.57401420291
"4286","DRH49",12.5,"Low Fat",0,"Soft Drinks",82.3592,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2780.1741224512
"4287","FDN44",13.15,"Low Fat",0.022888471,"Fruits and Vegetables",160.292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2318.44721630358
"4288","FDC29",8.39,"Regular",0.02425475,"Frozen Foods",114.0176,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1965.57733280906
"4289","DRK01",12.5,"Low Fat",0.106915719,"Soft Drinks",93.4436,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-416.908851401838
"4290","FDD48",10.395,"Low Fat",0.030329279,"Baking Goods",114.2176,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2123.38762826027
"4291","FDB59",18.25,"Low Fat",0,"Snack Foods",198.9084,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3190.71689860773
"4292","FDY45",17.5,"Low Fat",0.043756539,"Snack Foods",252.9356,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,2253.20348898098
"4293","FDX60",14.35,"Low Fat",0.080578893,"Baking Goods",77.996,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1410.06525815477
"4294","FDT09",15.15,"Regular",0.020526251,"Snack Foods",131.5284,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,416.712628742235
"4295","DRB24",8.785,"Low Fat",0.020661048,"Soft Drinks",153.5656,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2158.4933303857
"4296","FDL13",13.85,"Regular",0.056307919,"Breakfast",231.83,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3863.41575970809
"4297","FDN16",12.6,"Regular",0.062688433,"Frozen Foods",102.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1816.30003240079
"4298","FDK57",10.195,"Low Fat",0.080226072,"Snack Foods",121.244,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1961.5061927031
"4299","FDO22",12.5,"Regular",0.017772986,"Snack Foods",80.296,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2804.40771229945
"4300","FDC57",20.1,"Regular",0.091380052,"Fruits and Vegetables",194.482,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1413.35659054556
"4301","FDZ13",12.5,"Regular",0.152751673,"Canned",49.535,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2320.83953937179
"4302","FDW27",5.86,"Regular",0.150727772,"Meat",154.9314,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2521.02749205678
"4303","FDX10",6.385,"Regular",0,"Snack Foods",36.3874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,778.680948088568
